date,time,location,operator,aboard,fatalities,f rate
12-Mar-96,?,"Karabogazgol Bay, Turkmenistan",Akhal Air,12,12,1
3-Apr-96,1452,"Near Dubrovnik, Croatia",Military - U.S. Air Force,35,35,1
5-Apr-96,1444,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,20,20,1
5-Apr-96,?,"Off Matsu Island, Taiwan",Formosa Airlines,17,6,0.352941176
11-Apr-96,824,"Cheyenne, Wyoming",Private,3,3,1
3-May-96,2200,"Near Haj Yousif, Sudan",Federal Airlines,53,53,1
9-May-96,?,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,2,2,1
10-May-96,?,"Otaez, Mexico",Aeroservicios Empresariales de Durango,19,16,0.842105263
11-May-96,1315,"Oumba, Papua New Guinea",Milne Bay Air,10,1,0.1
11-May-96,1415,"Everglades, Miami, Florida",ValuJet,110,110,1
19-May-96,2336,"Griesta, United Kingdom",Loganair,3,3,1
6-Jun-96,?,"Kinshasa, Democratic Republic Congo",Hoseba,10,10,1
9-Jun-96,1455,"Rasht, Iran",Iran Air,7,7,1
12-Jun-96,1900,"Near Rollingstone, Queensland  Australia",Military - Australian Army Aviation,28,18,0.642857143
13-Jun-96,1207,"Fukuoka, Japan",Garuda Indonesia Airlines,275,3,0.010909091
21-Jun-96,1704,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),12,2,0.166666667
6-Jul-96,1542,"Pensacola, Florida",Delta Air Lines,142,2,0.014084507
9-Jul-96,1630,"Papua, New Guinea",Milne Bay Air,20,20,1
11-Jul-96,900,"Near Kanda, India",Archana Airlines,9,9,1
15-Jul-96,1800,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,41,34,0.829268293
17-Jul-96,2031,"Off East Moriches, New York",Trans World Airlines,230,230,1
17-Jul-96,1635,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),18,1,0.055555556
20-Jul-96,1515,"Russian Mission, Alaska",Northern Air Cargo,4,4,1
24-Jul-96,?,"Near Mergui, Manmar",Myanmar Airways,49,8,0.163265306
12-Aug-96,1347,"Markham Bay, Canada",First Air,2,2,1
14-Aug-96,?,"Near Bronson Creek, British Columbia, Canada",Air North,3,1,0.333333333
17-Aug-96,2348,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,9,9,1
18-Aug-96,1950," Near Alliford Bay, British Columbia, Canada2",Harbour Air,3,3,1
19-Aug-96,316,"Belgrade, Yugosalvia",Spair Air Transport,12,12,1
29-Aug-96,1022,"Near Longyearbyen, Norway",Vnokovo Airlines,141,141,1
25-Sep-96,1637,"Waddenzee, Netherlands",Dutch Dakota Association,32,32,1
2-Oct-96,116,"Off Pasamayo, Peru",Aeroperu,70,70,1
3-Oct-96,?,"Kahemba, Congo",Malu Aviation,21,6,0.285714286
6-Oct-96,?,"Lukapa, Angola",Savanair,19,6,0.315789474
8-Oct-96,1050,"San Francesco al Campo, Italy",Aeroflot,23,2,0.086956522
22-Oct-96,2241,"Manta, Ecuador",Million Air,4,4,1
26-Oct-96,2045,"Khanty, Russia",Tyumen Aviatrans,34,5,0.147058824
31-Oct-96,827,"Sao Paolo, Brazil",TAM (Brazil),95,95,1
1-Nov-96,810,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,16,16,1
7-Nov-96,1700,"Lagos, Nigeria",Aviation Development Corporation,143,143,1
7-Nov-96,929,"Aubusson, France",Jetcom S.A.,8,8,1
12-Nov-96,1840,"Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan Airlines,349,349,1
14-Nov-96,1302,"Bolchaïa Pyssa, Russia",Komi Avia,15,14,0.933333333
19-Nov-96,1701,"Quincy, Illinois",United Express  / Private,14,14,1
22-Nov-96,1930,"Off Cape Mendocino, CA",Military - U.S. Air Force,11,10,0.909090909
23-Nov-96,1515,"Off Mitsamiouli, Comoros",Ethiopian Airlines,175,127,0.725714286
27-Nov-96,1154,"Abakan, Siberia, Russia",Military - Russian Air Force,23,23,1
30-Nov-96,1033,"Medellin, Colombia",ACES Colombia,15,14,0.933333333
7-Dec-96,1523,"Banjarmasin, Indonesia",Dirgantara Air Services,17,16,0.941176471
9-Dec-96,1803,"Boise, Idaho",Emery Worldwide,2,2,1
17-Dec-96,?,"Tver, Russia",Military - Russian Air Force,18,18,1
21-Dec-96,2232,"Rio Negro, Colombia",SELVA,4,4,1
22-Dec-96,1810,"Narrows, Virginia",Airborne Express,6,6,1
24-Dec-96,1500,"Near Nellore, India",Military - Indian Air Force,22,22,1
24-Dec-96,1005,"Dorchester, New Hampshire",Aircraft Charter Group Inc,2,2,1
7-Jan-97,1100,"Near Moamoa, Samoa",Polynesian Airlines,5,3,0.6
9-Jan-97,1554,"Near Monroe, Michigan",Comair,29,29,1
29-Jan-97,2310,"Sparrevohn, Alaska",Southcentral Air,2,1,0.5
31-Jan-97,?,"Yola, Nigeria",Skypower Express Airways,16,5,0.3125
1-Feb-97,1438,"Tambacoumba, Senegal",Air Senegal,52,25,0.480769231
2-Feb-97,1730,"Near Quiangala, Angola",Force Area Populaire de Angola,37,37,1
4-Feb-97,1900,Northern Israel,Military - Israel Air Force /Military -  Israel Air Force,73,73,1
14-Feb-97,1234,"Carajas, Brazil",Varig,52,1,0.019230769
19-Feb-97,306,"Guatemala City, Guatemala",Transpolar,5,5,1
12-Mar-97,?,"Lucapa, Angola",ALADA,16,16,1
13-Mar-97,1806,"Near Mashhad, Iran",Military - Iranian Air Force,88,88,1
18-Mar-97,1004,"Cherkessk, Russia",Stavropol Airlines,50,50,1
1-Apr-97,?,"Tegucigalpa, Honduras",Military - U.S. Air Force,10,3,0.3
4-Apr-97,16,"Griffin, Georgia",Custom Air Service,2,2,1
10-Apr-97,2030,"Near Wainwright, Alaska",Hageland Aviation Services,5,5,1
14-Apr-97,?,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,7,3,0.428571429
15-Apr-97,?,"Gyandzha, Azerbaijan",Azerbaijan Airlines,6,6,1
16-Apr-97,?,"Near Sorei, Niger",Military - Niger Air Force,14,14,1
19-Apr-97,739,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,53,15,0.283018868
23-Apr-97,1800,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,36,36,1
8-May-97,2128,"Huangtian, China",China Southern Airlines,74,35,0.472972973
6-Jun-97,735,"Near Irumu, Congo",Bazair,27,27,1
10-Jun-97,?,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,12,7,0.583333333
3-Jul-97,349,"Madh Island, India",Elbee Airlines,2,2,1
6-Jul-97,?,"Near Saravena, Colombia",Military - Colombian Army,29,25,0.862068966
9-Jul-97,930,"Suzano, Brazil",TAM (Brazil),60,1,0.016666667
11-Jul-97,2155,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,44,44,1
17-Jul-97,1156,"Bandung, Indonesia",Sempati Air,50,30,0.6
18-Jul-97,1032,"Goroka,  New Guinea",Goroka Air Services,4,2,0.5
29-Jul-97,?,"Calabar , Nigeria",ADC Airlines,55,1,0.018181818
30-Jul-97,1030,"Florence, Italy",Air Littoral,17,1,0.058823529
6-Aug-97,142,"Agana, Guam",Korean Airlines,254,228,0.897637795
7-Aug-97,1236,"Miami, Florida",Fine Air,4,4,1
10-Aug-97,815,"Matsu Island, Taiwan",Formosa Airlines,16,16,1
29-Aug-97,?,"Puerto Inirida, Venezuela",SATENA,12,12,1
3-Sep-97,1400,"Phnom Penh, Cambodia",Vietnam Airlines,66,65,0.984848485
6-Sep-97,1944,"Near Miri, Malaysia",Borneo Airways,10,10,1
12-Sep-97,?,"Near Uvira, Zaire",TMK Air Commuter,22,22,1
13-Sep-97,1710,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,33,33,1
26-Sep-97,1334,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,234,234,1
8-Oct-97,723,"Near Montrose, Colorado",Scenic Airlines,9,9,1
10-Oct-97,2223,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),74,74,1
10-Oct-97,?,"Taipei, Taiwan",Military - Republic of China Air Force,5,5,1
12-Oct-97,1728,"Monterey Bay, near Pacific Grove, California",Private,1,1,1
29-Oct-97,?,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,26,2,0.076923077
8-Nov-97,808,"Near Barrow, Alaska",Hageland Aviation Services,8,8,1
5-Dec-97,1446,"Irkutsk-2, Russia",Military - Russian Air Force,23,23,1
9-Dec-97,1526,"Little Grand Rapids, Canada",Sowind Air,17,4,0.235294118
13-Dec-97,1705,"La Veriente, Bolivia",STAP,19,10,0.526315789
15-Dec-97,1835,"Sharjah, United Arab Emirates",Tajikistan Airlines,86,85,0.988372093
17-Dec-97,1913,"Fotina, Greece",Aerosweet Airlines (LVOV),70,70,1
19-Dec-97,1613,"Near Palembang, Indonesia",SilkAir,104,104,1
20-Dec-97,?,"Tanagra, Greece",Military - Greek Air Force,5,5,1
27-Dec-97,?,"Atlantic Ocean, off Angola",Renan Airways,5,5,1
28-Dec-97,2310,Over the Pacific Ocean,United Air Lines,393,1,0.002544529
31-Dec-97,745,"Rio Sidra, Panama",Parsa,10,10,1
13-Jan-98,1830,"Brno, Czech Republic",Aeroservice International,2,2,1
13-Jan-98,2230,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,51,51,1
27-Jan-98,1145,"Yangon (Rangoon), Myanmar",Myanmar Airways,45,16,0.355555556
2-Feb-98,1100," Cagyan de Oro, Philippines",Cebu Pacific Air,104,104,1
3-Feb-98,15:15,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,2,0,0
4-Feb-98,2217,"Terceira, Portugal",Air Luxor,7,7,1
5-Feb-98,1210,"Near Navafria, Spain",Military - Spanish Air Force,5,5,1
12-Feb-98,830,"Near Nasir, Sudan",Military - Sudan Air Force,57,27,0.473684211
16-Feb-98,2009,"Taipei, Taiwan",China Airlines (Taiwan),196,196,1
10-Mar-98,1635,"Mombasa, Kenya",Air Memphis,6,6,1
18-Mar-98,1931,"Off Hsinchu, Taiwan",Formosa Airlines,13,13,1
19-Mar-98,1400,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,45,45,1
22-Mar-98,1942,"Bacolod, Philippines",Philippine Air Lines,127,0,0
28-Mar-98,935,"Piura, Peru",Fuerza Aérea del Peru,55,22,0.4
31-Mar-98,?,"Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,4,2,0.5
20-Apr-98,1647,"Near Bogota, Colombia",Air France,53,53,1
5-May-98,2130,"Andoas, Peru",Fuerza Aérea del Peru,88,75,0.852272727
12-May-98,1930,"Near Nema, Mauritania",Military - Mauritanian Air Force,42,39,0.928571429
25-May-98,1020,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,26,26,1
25-May-98,32,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,5,5,1
26-May-98,930,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,28,28,1
18-Jun-98,728,"Montreal, Canada",Propair,11,11,1
25-Jun-98,932,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,6,6,1
13-Jul-98,2315,"Off Rasal, United Arab Emirates",ATI Aircompany,8,8,1
16-Jul-98,2141,"Córdoba, Argentina",Alas del Sur,3,3,1
17-Jul-98,415,"Asmara, Eritrea",Ukraine Aviation Transport Company,10,10,1
23-Jul-98,?,"Pico de Orizaba, Mexico",Military - Mexican Air Force,4,4,1
27-Jul-98,?,"Southhampton, England",Plane Sailing,18,4,0.222222222
28-Jul-98,?,"Barcelona, Spain",Swifair,2,2,1
29-Jul-98,1600,"Manacapuru River, Brazil",Selva Taxi Aero,24,5,0.208333333
30-Jul-98,1558,"Near Quiberon, France",Proteus Air / Private,15,15,1
30-Jul-98,1105,"Kochi, India",Alliance Airlines,6,6,1
4-Aug-98,1758,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,5,5,1
11-Aug-98,?,"Saurimo, Angola",Alada,13,1,0.076923077
19-Aug-98,1640,"Foveaux Strait, New Zealand",Vincent Aviation,10,5,0.5
21-Aug-98,1130,"Near Ghorepani, Nepal",Lumbini Airways,18,18,1
24-Aug-98,1646,"Pretoria, South Africa",Speed Service Couriers,2,1,0.5
24-Aug-98,835,"Manibagi, Myanmar",Myanmar Airways,44,44,1
29-Aug-98,1303,"Quito, Ecuador",Cubana de Aviacion,91,70,0.769230769
2-Sep-98,2130,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,229,229,1
2-Sep-98,?,Angola,Permaviatrans,24,24,1
9-Sep-98,1045,"Port Alsworth, Alaska",Rusts Flying Service Inc.,5,5,1
10-Sep-98,?,"Islamabad, Pakistan",Military - Pakistan Air Force,5,5,1
25-Sep-98,900,"Near Nador, Morroco",Paukn Air,38,38,1
28-Sep-98,1330,"Praia, Cape Verde",Cabo Verde Airlines,22,1,0.045454545
29-Sep-98,1350,"Off Mannar, Sri Lanka",Lionair,55,55,1
2-Oct-98,945,"Near Canaima, Venezuela",Servivensa,27,1,0.037037037
10-Oct-98,?,"Near Kindu, Congo",Congo Airline,41,41,1
21-Oct-98,1351,"Yerevan, Armenia",Ararat Avia,37,0,0
25-Oct-98,?,"Rwenzori mountains, Uganda",TanaMana Aviation,11,4,0.363636364
1-Nov-98,1314,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,18,11,0.611111111
11-Nov-98,1122,"Near Krasnoyarsk, Russia",Sakha Airlines,13,13,1
21-Nov-98,1743,"Edgewater, Maryland",Private,1,1,1
7-Dec-98,11:03,"Baie-Comeau, Canada",Air Satellite,10,7,0.7
11-Dec-98,1910,"Near Surat Thani, Thailand",Thai Airways,146,102,0.698630137
14-Dec-98,?,"Near Cuito, Angola",Khors Aircompany,11,11,1
17-Dec-98,?,"Saurimo, Angola",Zanex,10,1,0.1
22-Dec-98,15,"Medellín, Colombia",SELVA,5,5,1
26-Dec-98,1200,"Vila Nova, Angola",Transafrik,14,14,1
2-Jan-99,?,"Near Huambo, Angola",Transafrik - United Nations Charter,9,9,1
12-Jan-99,1700,"Guernsey, Channel Islands, England",Channel Express,2,2,1
13-Jan-99,?,"Geilenkirchen, Germany",Military - German Air National Guard,4,4,1
13-Jan-99,633,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,2,2,1
16-Jan-99,1430,"Coconut Island, QLD, Australia",Uzu Air,4,3,0.75
21-Jan-99,810,"Bluefields, Nicaragua",Fuerza Aérea Nicaragua,28,28,1
2-Feb-99,508,"Luanda, Angola",Savannair,14,14,1
3-Feb-99,1020,"Hoskins, Papua New Guinea",Airlink,11,11,1
8-Feb-99,?,"Kinshasa,  Democratic Republic Congo",Air Karibu,7,7,1
24-Feb-99,1634,"Rui'an, China",China Southwest Airlines,61,61,1
25-Feb-99,1230,"Genoa, Italy",Minerva Airlines,31,4,0.129032258
7-Mar-99,823,"New Delhi, India",Military - Indian Air Force,19,19,1
18-Mar-99,16:05,"Near Tame, Colombia",ALIANSA Colombia,8,8,1
19-Mar-99,945,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,2,1,0.5
7-Apr-99,1130,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,5,5,1
7-Apr-99,33,"Near Ceyhan, Turkey",Turkish Airlines (THY),6,6,1
8-Apr-99,1135,"Near Malaga, Colombia",Aerotaca,5,5,1
15-Apr-99,1605,"Shanghi, China",Korean Air,3,3,1
8-May-99,1921,"Off Port Vila, Vanuatu",Vanair,12,7,0.583333333
24-May-99,1315,"Kuching, Malaysia",Military - Malaysian Air Force,5,5,1
29-May-99,1430,"Ol Kiombo, Kenya",Malindi Air Services,2,2,1
1-Jun-99,2350,"Little Rock, Arkansas",American Airlines,145,11,0.075862069
3-Jun-99,?,"Near Khartoum, Sudan",Military - Sudan Air Force,50,50,1
9-Jun-99,?,"Coron, Philippines",Pacific Airways,1,1,1
9-Jun-99,1050,"Juneau, Alaska",Air Taxi - Coastal Helicopters Inc.,7,7,1
17-Jun-99,852,"Goroka, Papua New Guinea",Airlink,17,17,1
25-Jun-99,1320,"Long Haul Lake, Manatoba, Canada",Blue Water Aviation Services,2,1,0.5
1-Jul-99,?,"Luzamba, Angola",Savanair,5,1,0.2
2-Jul-99,1427,"Sittwe, Myanmar",Myanmar Airways,8,8,1
4-Jul-99,1205,"Villavicencio, Colombia",LANC Colombia,18,5,0.277777778
7-Jul-99,1951,"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,5,5,1
9-Jul-99,430,"Toluca , Mexico",Aero Jet Express,4,4,1
16-Jul-99,21:41,"Off Martha's Vineyard, Massachusetts",Private,3,3,1
23-Jul-99,1125,"Tokyo, Japan",All Nippon Airways,517,1,0.001934236
23-Jul-99,3:30,"Near Orito, Colombia",Military - U.S. Army,7,7,1
24-Jul-99,535,"Nasevou Village, Fiji",Air Fiji,17,17,1
7-Aug-99,1200,"Santo Antao, Cape Verde Islands",TACV-Cabo Verde Airlines,18,18,1
22-Aug-99,1845,"Hong Kong, China",China Airlines (Taiwan),315,3,0.00952381
24-Aug-99,1236,"Hualian, Taiwan",Uni Air,96,1,0.010416667
26-Aug-99,1054,"Turtkul, Uzbekistan",Uzbekistan Airways,33,2,0.060606061
31-Aug-99,2055,"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",103,63,0.611650485
5-Sep-99,1030,"Near Kathmandu, Nepal",Necon Air,15,15,1
14-Sep-99,2347,"Girona, Spain",Britannia Airways,245,1,0.004081633
14-Sep-99,?,"Bucharest, Romania",Greek Government,13,7,0.538461538
14-Sep-99,2120,"Belelm, Brazil",Norte Jet Táxi Aéreo,2,2,1
17-Sep-99,?,"Mt. Hidalgo, Mexico",Military - Mexican Air Force,5,5,1
2-Oct-99,1915,"Dhahran, Saudi Arabia",Aramco Associated Company,20,12,0.6
24-Oct-99,?,"San Carlos, Venezuela",Military - Venezuelan Army,6,6,1
25-Oct-99,1120,"Aberdeen, South Dakota",Private charter,6,6,1
31-Oct-99,152,"Off Nantucket Island, Massachusetts",EgyptAir,217,217,1
9-Nov-99,1903,"Near Uruapan, Mexico",TAESA,18,18,1
12-Nov-99,1113,"Near Pristina, Kosovo",Si Fly - U.N. charter,24,24,1
5-Dec-99,512,"Moscow, Russia",Tashkent Aircraft Production Corporation,7,5,0.714285714
7-Dec-99,925,"Near Bayombang, Philippines",Asian Spirit,17,17,1
10-Dec-99,250,"Kuwait City, Kuwait",Military - U.S. Air Force,94,3,0.031914894
11-Dec-99,920,"Sao Jorge, Azores (Portugal)",SATA,35,35,1
21-Dec-99,940,"Guatemala City, Guatemala",Cubana de Aviacon,314,16,0.050955414
22-Dec-99,1838,"Great Hallingbury, United Kingdom",Korean Air,4,4,1
24-Dec-99,?,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,189,1,0.005291005
25-Dec-99,2015,"Bejuma, Venezuela",Cubana de Aviacion,22,22,1
25-Dec-99,1502,"Near Simara, Nepal",Skyline Airways,10,10,1
29-Dec-99,?,"Near Zonguldak, Turkey",Ecuato Guineana de Aviacion,6,6,1
5-Jan-00,?,"Abuja, Nigeria",Skypower Express Airways,16,1,0.0625
10-Jan-00,1754,"Niederhasli, Switzerland",Crossair,10,10,1
13-Jan-00,1238,"Off Marsa el-Brega, Libya",Avisto,41,22,0.536585366
15-Jan-00,1310,"San Jose, Costa Rica",TACA,20,5,0.25
30-Jan-00,2108,"Off Abidjan, Ivory Coast",Kenya Airways,179,169,0.944134078
31-Jan-00,1621,"Off Point Mugu, California",Alaska Airlines,88,88,1
2-Feb-00,?,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,8,8,1
16-Feb-00,1950,"Sacramento, California",Emery Worldwide,3,3,1
5-Mar-00,1811,"Burbank, Calilfornia",Southwest Airlines,142,0,0
9-Mar-00,840,"Moscow, Russia",Vologodskiye Airlines,9,9,1
17-Mar-00,930,"Near Kuna Yala, Panama",Aeroperlas,10,10,1
17-Mar-00,1231,"Ennadai Lake, Canada",Points North Air Services,2,2,1
22-Mar-00,1745,"Herreira, Spain",Military - Ejército del Aire,7,7,1
24-Mar-00,1804,"Kadirana, Sri Lanka",Sky Cabs,8,6,0.75
25-Mar-00,?,"Huambo, Angola",Uralex,33,3,0.090909091
30-Mar-00,?,"Near Anuradhapura, Sri Lanka",Military - Sri Lankan Air Force,40,40,1
5-Apr-00,930,"Marianna, Florida",Bankair,3,3,1
19-Apr-00,702,"Samal Island, Philippines",Air Philippines,131,131,1
19-Apr-00,?,"Pepa ,Congo",Military - Centrafricain Airlines,24,24,1
29-Apr-00,?,"Bapi, Papua New Guinea",North Coast Aviation,4,4,1
2-May-00,1439,"Lyon Satolas, France",Northern Executive Aviation,5,2,0.4
3-May-00,?,"Kurupung, Guyana",Trans Guyana Airways,1,1,1
10-May-00,2030,"Kaunakakai, Hawaii",Price Aircraft Company,6,6,1
17-May-00,947,"Moanda, Gabon",Avirex,10,3,0.3
21-May-00,1128,"Near Wilkes-Barre, Pennsylvania",Executive Airlines,19,19,1
25-May-00,?,"Near Manila, Philippines",Philippine Air Lines,298,1,0.003355705
31-May-00,1905,"Off Whyalla, Australia",Whyalla Airlines,8,8,1
5-Jun-00,1135,"Accra, Ghana",Ghana Airlink,52,7,0.134615385
22-Jun-00,116,"Shitai, China",Wuhan Airlines,44,44,1
23-Jun-00,1141,"Boca Raton, Florida",Universal Jet Aviation,3,3,1
27-Jun-00,?,"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,5,5,1
2-Jul-00,1050,"Off Cagayancillo, Philippines",Military - Philippine Air Force,15,14,0.933333333
8-Jul-00,1950,"Near Villahermosa, Mexico",Aerocaribe,19,19,1
9-Jul-00,837,"Villavicencio, Colombia",CORAL Colombia,19,13,0.684210526
13-Jul-00,34,"Raleigh, North Carolina",Win Win Aviation,3,1,0.333333333
17-Jul-00,734,"Patna, India",Indian Airlines/Alliance Airlines,58,55,0.948275862
19-Jul-00,30,"Linneus, Maine",Airwave Transport,2,2,1
20-Jul-00,1312,"Nassau, Bahamas",Allied Air Freight,2,2,1
21-Jul-00,1020,"Maui, Hawaii",Blue Hawaiian Helicopters,7,7,1
25-Jul-00,1644,"Gonesse, France",Air France,109,109,1
26-Jul-00,600,"Mafraq, Jordan",Military - Royal Jordanian Air Force,13,13,1
27-Jul-00,1031,"Jodhura, Nepal",Royal Nepal Airlines,25,25,1
2-Aug-00,845,"Cubatao, Brazil",Air taxi - Lider Air Taxi,6,6,1
6-Aug-00,1555,"Puerto Montt, Chile",Military - Fuerza Aérea de Chile,14,14,1
9-Aug-00,800,"Burlington Township, New Jersey",Patuxent Airways / Private,11,11,1
12-Aug-00,?,"Near Tshikapa, Congo",Staer Air,27,27,1
23-Aug-00,1930,"Off Manama, Bahrain",Gulf Air,143,143,1
2-Sep-00,?,"Mount Montezuma, Colombia",Military - Fuerza Aérea Colombiana,7,7,1
4-Sep-00,1510,"Near Burketown, Australia",Charter - Central Air,8,8,1
16-Sep-00,925,"Kumarapura, Sri Lanka",Military - Sri Lanka Air Force,14,14,1
6-Oct-00,1655,"Reynosa, Mexico",Aeromexico,88,0,0
8-Oct-00,1520,"Port Radium, Northwest Territories, Canada",Summit Air Charters,3,3,1
10-Oct-00,1452,"Wichita, Kansas",Bombardier Aerospace,3,2,0.666666667
16-Oct-00,1733,"Hillsboro, Missouri",Private,3,3,1
19-Oct-00,1212,"Near Sam Neua, Laos",Lao Aviation,17,8,0.470588235
25-Oct-00,1815,"Near Batumi, Republic of Georgia",Military - Russian Air Force,86,86,1
31-Oct-00,2317,"Taipei, Taiwan",Singapore Airlines,179,83,0.463687151
31-Oct-00,1127,"Near Monaquimbundo, Angola",Aca-Ancargo,44,44,1
7-Nov-00,?,"Luabo, Democratic Republic Congo",Malu Aviation,11,2,0.181818182
9-Nov-00,123,"Fort Wayne, Indiana",Superior Aviation,1,1,1
15-Nov-00,1305,"Near Luanda, Angola",Asa Pesada,57,57,1
20-Nov-00,1222,"Miami, Florida",American Airlines,114,1,0.00877193
11-Dec-00,1445,"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,6,6,1
4-Jan-01,?,"Zheng Zou AB, China",Military - People's Liberation Army,16,16,1
8-Jan-01,?,"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,9,9,1
23-Jan-01,2135,"Eider Point, Alaska",Majestic Air Cargo,2,2,1
25-Jan-01,1815,"Ciudad Bolivar, Venezuela",Rutaca Airlines,24,24,1
27-Jan-01,1737,"Byers, Colorado",North Bay Charter,10,10,1
31-Jan-01,1650,"El Yopal, Colombia",Lineas Aereas Suramericanas,6,3,0.5
8-Feb-01,1540,"Nurnberg, Germany",E.A.S. Aeroservizi,3,3,1
8-Feb-01,1920,"Beaver Island, Minnesota",Northern Illinois Flight Center,6,2,0.333333333
10-Feb-01,?,"Jakobkondre, Suriname",Gum Air Charter,10,10,1
27-Feb-01,1730,"Near Granton Harbour, Scotland",Loganair,2,2,1
3-Mar-01,955,"Unadilla, Georgia",Military - Florida Army National Guard,21,21,1
3-Mar-01,1448,"Bangkok, Thailand",Thai Airways,5,1,0.2
15-Mar-01,?,"Medina, Saudi Arabia",Vnukovo Airlines,174,3,0.017241379
24-Mar-01,16:30,"Gustavia, St. Barthélémy, French West Indies",Air Caraibes,19,19,1
26-Mar-01,1825,"Jadura, Indonesia",Merpati Nusantara Airlines,3,3,1
29-Mar-01,1901,"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,18,18,1
4-Apr-01,?,"Adar Yeil, Sudan",Military - Sudan Air Force,30,14,0.466666667
7-Apr-01,1530,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,16,16,1
28-Apr-01,515,"Near Roque Perez, Argentina",Private - Techint  group,10,10,1
16-May-01,1315,"Malatya, Turkey",Military - Turkish Air Force,34,34,1
17-May-01,745,"Near Sari, Iran",Faraz Qeshm Airlines,30,30,1
17-May-01,1221,"Mendoza, Argentina",Fuerza Aérea Argentina,5,5,1
22-May-01,1635,"Near Myakotino, Russia",Military - Russian Air Force,7,7,1
15-Jun-01,1430,"Jayapura, Indonesia",Manunggal Air,19,1,0.052631579
4-Jul-01,208,"Near Irkutsk, Russia",Vladivostokavia,145,145,1
5-Jul-01,1140,"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,12,8,0.666666667
12-Jul-01,1205,"Near Puerto Cabello, Venezuela",Private - Overtec Company,13,13,1
14-Jul-01,853,"Near Moscow, Russia",Russ Air Transport Company,10,10,1
5-Aug-01,443,"Reykjavík, Iceland",Naske Air,3,3,1
10-Aug-01,14:35,"Near Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,7,6,0.857142857
23-Aug-01,?,"Mugogo, Democratic Republic Congo",Victoria Airlines,11,4,0.363636364
24-Aug-01,542,"Ithaca, New York",Ameristar Jet Charter,2,2,1
24-Aug-01,1846,"Lajes, Terceira, Azores",Air Transat,304,0,0
29-Aug-01,10:15,"Near Malaga, Spain",Binter Mediterráneo,47,4,0.085106383
11-Sep-01,945,"Arlington, Virginia.",American Airlines,64,64,1
11-Sep-01,847,"New York City, New York",American Airlines,92,92,1
11-Sep-01,903,"New York City, New York",United Air Lines,65,65,1
11-Sep-01,1003,"Shanksville, Pennsylvania",United Air Lines,44,44,1
12-Sep-01,1625,"Near Chichen Itza, Mexico",Aero Ferinco Charter,19,19,1
15-Sep-01,?,"Belo Horizonte, Brazil",TAM (Brazil),82,1,0.012195122
18-Sep-01,730,"Guatemala City, Guatemala",Atlantic Airlines,13,9,0.692307692
4-Oct-01,1344,"110 miles SW of Sochi, Russia",Sibir Airlines,78,78,1
8-Oct-01,1750,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,7,3,0.428571429
